Food Name,Food Code,Description,Group,Group (sub-class),Comments,Description Footnote,Energy (kcal),Protein (g),Carbohydrate (g),Total Sugars (g),Starch (g),Citric acid (g),Malic acid (g),Total Phytosterols (mg),Other Cholesterol and Phytosterols (mg),Phytosterol (mg),Beta-sitosterol (mg),Brassicasterol (mg),Campesterol (mg),Delta-5-avenasterol (mg),Delta-7-avenasterol (mg),Delta-7-stigmastenol (mg),Stigmasterol (mg),All-trans-retinol (µg),13-cis-retinol (µg),Dehydroretinol (µg),Retinaldehyde (µg),Alpha-carotene (µg),Beta-carotene (µg),Cryptoxanthins (µg),Lutein (µg),Lycopene (µg),25-hydroxy vitamin D3 (µg),Cholecalciferol (µg),5-mehtyl folate (µg),Alpha-tocopherol (mg),Beta-tocopherol (mg),Delta-tocopherol (mg),Gamma-tocopherol (mg),Alpha-tocotrienol (mg),Delta-tocotrienol (mg),Gamma-tocotrienol (mg),Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA (/100g FA g),Satd FA /100g fd (g),n-6 poly (/100g FA g),n-6 poly (/100g food g),n-3 poly (/100g FA g),n-3 poly (/100g food g),cis-Mono FA (/100g FA g),cis-Mono FA (/100g food g),Mono FA (/100g FA g),Mono FA (/100g food g),cis-Polyu FA (/100g FA g),cis-Poly FA (/100g food g),Poly FA (/100g FA g),Poly FA (/100g food g),Sat FA excl Br (/100g FA g),Sat FA excl Br (/100g food g),Branched chain FA (/100g FA g),Branched chain FA (/100g food g),ans FAs (/100g FA g),ans FAs (/100g food g),Cholesterol (mg),Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg)
"Sandwich biscuits, cream filled",11-519,"20 samples, 5 brands including custard creams and bourbon",Cereals and cereal products ,AM,"Data from MW6, LGC, Nutritional analysis of foods for pre-school children, 1992, Food Surveillance sheet No. 18, Fats from FA supplement 11-380. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,480,5.9,67.4,33.5,33.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,3.54,0,0,0,1.7,1.04,5.9,20.7,72.5,482,37.3,0,35.2,0.9,0,0.2,32.9,0,1.2,0,1.6,0,0,11,6.49,1.28,2.9,0.57,27.77,5.48,0,7.3,8.32,1.64,0,1.9,55.86,11.03,0.19,0.04,10.26,2,51,0,0,0,0,2.83,3.8,0.15,0.08,0.9,1.2,2.1,0.05,0,18,0,0,0,145,180,83,23,81,1.4,0.14,0.5,190,0.42,0,0
Short sweet biscuits,11-522,"10 samples, 2 brands including Lincoln and Shortcake",Cereals and cereal products ,AM,"Data from MW5 as 50-105, and FA as 11-382 ,vitamin E from Milk Marketing Board, Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts, 1992. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,454,6.8,57.6,23,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,2.65,0,0,0,2.6,1.08,6.2,21.8,62.2,454,38.1,0,24.1,1.4,0,0,22.7,0,0,0,1.5,0,0,11.05,6.95,1.45,0.06,0.05,35.41,7.38,0,8.06,6.14,1.28,0,1.5,53.04,11.05,0.32,0.07,4.3,0.9,37,0,0,0,0,3.6,4,0.16,0.04,0.9,1.3,2.2,0.05,0,13,0,0,0,360,110,87,15,85,1.8,0.11,0.6,490,0,0,0
"Oatcakes, retail",11-518,"6 packets, 4 brands, Fats analysed on 3 brands",Cereals and cereal products ,AM,Data as MW5 50-102 and FA Supplement 11-379,,408,10.7,57.4,3,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1.71,10,15.1,63,412,59.9,0,3.1,0,0,0,2,1.1,0,0,0,0,0,5.07,18.67,2.67,1.26,0.18,41.92,6,0,6.34,19.74,2.83,0,2.9,5.07,0,2.57,0,0,0.37,51,0,0,0,0,2.52,0,0.32,0.09,0.7,2.3,3,0.1,0,26,1,17,0,1230,340,54,100,420,4.5,0.37,2.3,1290,3.2,0,0
"Wafer biscuits, filled",11-524,"9 packets, assorted",Cereals and cereal products ,AM,"Data as MW5 with fats and vitamin E from Milk Marketing Board, 1992, Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts.",,539,5.1,62,42.6,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,4.06,0,0,0,2.3,0.82,4.7,30.1,66,537,21.3,0,44.7,1.4,0,0,42.9,0,0.4,0,0,0,71.79,20.66,0,0,0,0,23.6,6.79,23.6,6.79,2.68,0.77,3.32,0.96,0,0,0,0,1.38,0.4,0,0,0,0,0,0.85,0,0.09,0.08,0.5,1,1.5,0.03,0,0,0,0,0,70,160,73,22,83,1.6,0.16,0.5,150,0,0,0
Oat based biscuits,11-517,"10 samples, 3 brands including Hob Nobs, Snapjacks, Oatbakes and Barnstormers",Cereals and cereal products ,AM,"LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18. Fats as FA Supplement 11-412 and Vitamin E from MMB Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts, 1992",,465,7.6,65.2,24.3,36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0,0,2,0,0,0,1.9,1.3,7.6,21.4,65.2,468,39.7,0,25.5,0.3,0,0.3,24.9,0,0,0,3.5,0,0,9.2,11.76,2.41,0.31,0.06,36.92,7.55,0,8.32,11.3,2.34,0,2.5,45.14,9.23,0.54,0.11,4.53,0.93,0,0,0,0,0,3.36,0,0.18,0.13,1.6,1.6,3.2,0.14,0,13,0.6,9,0,540,235,37,56,215,2,0.14,1.3,540,1.68,0,31
"Chocolate biscuits, cream filled, full coated",11-507,"9 samples of different brands including Club, Penguin, Trio and Hob Nob bars",Cereals and cereal products ,AM,"Data as MW6 from LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18. Fatty acid data published in FA supplement as 11-405",,496,6.4,53.8,36,17.7,0,0,0,0,0,31.4,0.4,8.7,1.5,0.7,0.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.07,0.19,2.39,0,0,0,0.9,1.12,6.4,28.4,57.3,496,19.5,0,37.8,0.4,0,0.2,32.3,0,4.9,0,1.5,0,0,16.29,5.4,0,0.4,0,29,7.87,0,9.17,5.8,1.57,0,1.57,60,16.29,0.05,0.01,0.27,0,10.6,0,0,0,0,1.16,0,0.28,0.24,0.7,1.7,2.4,0.04,0,10,0,0,0,175,240,125,34,150,1.4,0.18,0.7,220,0.43,0,110
"Wafers, filled, chocolate, full coated",11-509,"11 samples, different brands including Taxi and Blue Riband",Cereals and cereal products ,AM,"LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18. Fats data from Fatty acid supplement 11-416",,515,6.9,55,39.4,15.5,0,0,0,0,0,28.3,0.6,8.7,1.3,0.2,0.4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.03,0.11,2.99,0,0,0,1,1.21,6.9,29.7,58.1,513,17,0,41.3,1.5,0,0.4,33.7,0,5.7,0,1.1,0,0,18.24,3.3,0,0.2,0,26.1,7.37,0,9.01,3.5,0.99,0,0.99,64.6,18.24,0.2,0.06,5.8,0,13.9,0,0,0,0,1.03,0,0.07,0.26,0.9,1.6,2.5,0.05,0,15,0,0,0,94,300,140,42,155,1.4,0.24,0.8,135,0.36,0,0
"Sandwich biscuits, jam filled",11-516,"6 samples, 3 brands including Jammy Dodgers and jam rings",Cereals and cereal products ,AM,"Data as MW6 and FA Supplement 11-414 source LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18,",,438,5.6,64.9,28.2,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.14,0.42,1.93,0,0,0,4.4,0.98,5.6,17.3,69.5,439,40.4,0,29.1,5.2,0,4.2,18.1,1.2,0.4,0,1.5,0,43.5,7.19,11.3,1.87,0.8,0.13,37,6.12,44.9,7.43,11.5,1.9,11.6,1.92,43.5,7.19,0,0,8,1.32,0,0,0,0,0,1.69,0,0.2,0.05,0.9,1.1,2,0.04,0,14,0,0,0,230,120,91,14,72,1.3,0.1,0.4,260,0.4,0,57
"Digestive biscuits, plain",11-513,"10 samples, 4 brands",Cereals and cereal products ,AM,"MW6 data from MW5 50-097, fat data from Fatty acid Supplement 11-376, Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,462,6.9,63,12.9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78,0,0,0.8,0,0,0,2.5,1.1,6.3,20.3,68.6,465,55,0,13.6,0.3,0,0.3,13,0,0,0,2.2,0,0,9,9.59,1.86,0.47,0.09,37.98,7.37,0,8.26,9.73,1.89,0,1.95,46.35,9,0.33,0.06,4.91,0.95,41,0,0,0,0,5.86,1.51,0.14,0.11,1.1,1.3,2.4,0.09,0,13,0,0,0,600,170,92,23,88,3.2,0.28,0.5,540,0.45,0,0
"Chocolate biscuits, full coated",11-506,"7 samples, 5 brands including Breakaway, United and chocolate fingers",Cereals and cereal products ,AM,"Data as MW6, data from LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18.  Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,502,7.3,63.5,43.7,19.8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,17,0,0,0,0,0,0,2.15,0.16,0.18,3.82,0,0,0,1.2,1.28,7.3,24.3,67.6,501,21.8,0,45.8,0.5,0,0.4,39.3,0,5.6,0,1.5,0,57.2,13.2,0,1.24,0,0.1,21.2,4.89,36.3,8.38,6.4,1.48,6.5,1.5,0,0,0,0,14.8,3.42,22,24,17,27,0,2.6,3.46,0.14,0.21,0.9,2,2.9,0.09,0,9,0.6,3,0,235,240,130,38,150,1.3,0.22,0.8,285,0.44,0,0
Chocolate chip cookies,11-508,"16 samples, 8 brands",Cereals and cereal products ,AM,"Data as MW6 with fatty acid fractions from FA supplement 11-406, data source LGC, Nutritional analysis  of foods for pre-school children, 1992, Food Surveillance sheet No. 18.",,461,5.8,57.8,30,27.8,0,0,0,0,31,20.4,0,6.3,1,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,1.02,5.8,22.9,65.2,474,30.6,0,31.5,0.3,0,0.3,30.9,0,0,0,2,0,0,10.64,11.15,0.12,0.55,2.44,38.27,8.38,0,8.61,11.47,2.51,0,2.56,48.59,10.64,0,0.03,1.29,0.28,1,0,0,0,0,3.16,0,0.13,0.08,0.9,1.1,2,0.03,0,36,0,0,0,350,175,83,29,125,1.3,0.1,0.6,310,0.54,0,0
"Crispbread, rye",11-511,Analytical and Literature sources,Cereals and cereal products ,AM,"Data from MW5 (50-095) and Cereals and Cereal Products supplement, fat data from Milk Marketing Board, Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts,",,303,10.1,64.3,61.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0.44,0,0,0,6.4,1.61,9.4,0.6,70.6,308,67.4,0,3.2,0.5,0,0.9,1.3,0.5,0,0,11.7,0,0,0.08,0,0,0,0,0,0.08,0,0.08,0,0.24,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.28,0.14,1.1,1.8,2.9,0.29,0,35,1.1,7,0,220,500,45,100,310,3.5,0.38,3,370,3.5,3,15
"Digestive biscuits, chocolate",11-512,"22 samples, 4 brands; plain and milk",Cereals and cereal products ,AM,"MW6 data from MW5/Cereals and Cereal Products11-169, fats from Fatty Acid supplement 11-375 (Milk Marketing Board, Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts,",,493,7.3,61.6,27.1,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,3.39,0,0,0,2.5,1.17,6.8,24.1,66.5,493,38,0,28.5,0,0,0,26,0,2.5,0,2.2,0,0,12.22,6.55,1.51,0.35,0.08,32.88,7.57,0,8.86,5.55,1.28,0,1.59,52.98,12.22,0,0.43,6.93,1.6,51,0,0,0,0,2.9,0,0.08,0.11,1.3,1.4,2.7,0.08,0,0,0,0,0,450,210,84,41,130,2.1,0.24,1,410,0,0,0
Water biscuits,11-187,3 brands,Cereals and cereal products ,AM,"Data as CCP, fat data from 11-417 not integrated as fat values are very different",,436,11.9,69,2.2,66.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.9,10.8,12.5,75.8,440,73.5,0,2.3,0,0,0,0,2.3,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.03,0.9,2.2,0,0.06,0,0,0,0,0,470,140,120,19,87,1.6,0.08,0.7,680,0,0,0
Gingernut biscuits,11-514,"10 packets, 5 brands",Cereals and cereal products ,AM,"MW6 values from MW5 (50-099), fat from FA Supplement 11-377, Vitamin E from Milk Marketing Board, Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts, 1992, Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,436,6.1,73.6,34.2,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,2.01,0,0,0,3.4,0.98,5.6,13,79.1,436,43.3,0,35.8,2.1,0,0.9,32.8,0,0,0,1.4,0,0,6,9.91,1.23,0.27,0.03,36.92,4.59,0,5.06,9.66,1.2,0,1.26,48.63,6.04,0.13,0.02,4.28,0.5,0,0,0,0,0,4.24,1.6,0.1,0.03,0.9,1.1,2,0.07,0,4,0.1,1,0,330,220,130,25,87,4,0.16,0.5,320,0.9,0,0
"White bread, French stick",11-471,"18 samples, baguette and flute,  thick and thin",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194, average of flute and baguette",,262,10,51.2,2.7,48.5,0,0,0,0,25.5,15.8,0.2,5.4,0.7,0.3,0.3,0.8,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,29,1.6,9,1.9,56.1,263,53.3,0,2.8,0,0,0.2,0,2.7,0,0,2.4,3.3,25.81,0.34,0,0,0,0,21,0.27,21.52,0.28,51.92,0.68,52.36,0.68,0,0,0,0,0.97,0.01,0,0,0,0,0,0,0,0.21,0.06,1.7,2.2,3.9,0.07,0,29,0.39,0.5,0,616,152,121,22,100,1.4,0.09,0.7,974,0.57,5,10
"White bread, farmhouse or split tin, freshly baked",11-470,20 samples,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",,240,10,45.5,2.8,42.7,0,0,0,0,12.4,13.7,0.2,4.6,0.5,0.2,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.11,0.01,0.43,0,0,0,36.8,1.6,9,2,48.4,236,47,0,2.9,0,0,0.2,0,2.7,0,0,2.1,2.9,30.8,0.49,0,0,0,0,27.37,0.43,29.36,0.43,38.52,0.61,39.42,0.63,0,0,0,0,2.89,0.05,0,0,0,0,0,0.22,0,0.19,0.06,1.4,2,3.4,0.06,0,23,0.38,2.8,0,590,135,172,19,89,1.3,0.12,0.8,812,0.46,5,4
"White bread, fried in lard",11-469,Calculated from white sliced bread using analysed fat and water changes,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194, calculated using MW5 water and fat changes",,496,8.9,42.7,3.3,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,1.42,8.1,32.2,46.8,498,43.3,0,3.5,0,0,0.2,0,3.2,0,0,1.9,2.5,0,12.5,0,0,0,0,0,0,0,13.4,0,0,0,2.9,0,0,0,0,0,0,30,0,0,0,0,0,0,0.18,0.07,1.5,2,3.6,0.06,0,13,0.32,0.6,0,468,139,180,23,96,1.62,0.14,0.8,842,0.5,6,4
"White bread, sliced",11-468,15 samples,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,218,8.8,42.1,3.2,38.8,0,0,0,0,17.4,11.5,0.2,3.2,0.5,0.1,0.2,0.4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,38.6,1.4,7.9,1.6,46.1,219,42.7,0,3.4,0,0,0.2,0,3.2,0,0,1.9,2.5,0,0.29,0,0,0,0,27.99,0.32,28.34,0.32,45,0.52,45.59,0.52,0,0,0,0,0.95,0.01,0,0,0,0,0,0,0.42,0.24,0.08,1.6,2,3.6,0.08,0,25,0.43,0.6,0,461,137,177,23,95,1.6,0.14,0.8,829,0.49,6,4
"White bread, Danish style",11-466,"8 samples, 4 brands",Cereals and cereal products ,AF,"Data from LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194 and CCP supplement 11-112, fats estimated from white bread, previously known as white bread slimmers",,227,10,40.7,2.9,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,1.6,9.1,2.7,44.5,228,41.6,0,3,0.1,0,0.2,0,2.7,0,0,2.4,3.1,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.9,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.25,0.07,2,1.7,3.7,0.07,0,44,0,0,0,537,110,130,21,93,1.7,0.14,0.6,950,0.42,0,0
"Pitta bread, white",11-465,"10 samples, 8 brands",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Additional vitamin data from 11-090",,255,10,50.4,2.9,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,1.6,9.1,1.3,55.1,255,52.2,0,3,0.5,0,0.5,0,2,0,0,2.4,2.3,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.08,2.2,2.2,4.4,0,0,20,0,0,0,439,178,138,22,99,1.9,0.12,0.8,678,0.48,2,0
"White bread, premium",11-474,"15 samples, 13 brands",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",,230,9.4,42.9,2.6,40.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.09,0.05,0.3,0,0,0,38.4,1.5,8.3,2.3,47,230,44.4,0,2.7,0,0,0.2,0,2.5,0,0,1.9,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.23,0.07,1.5,2.1,3.6,0.07,0,23,0.47,1,0,530,138,177,25,101,1.5,0.19,0.8,831,0.49,10,0
Wheatgerm bread,11-467,"7 samples, 4 brands, pre-packed, sliced",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Iodine and Sulphur from 11-098",,220,11.9,36.2,3.7,32.5,0,0,0,0,53.1,32.2,0.4,12.2,2.1,0.9,0.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.19,0.02,0.66,0,0,0,39.7,1.9,11.1,3.1,39.5,220,35.8,0,3.8,0.2,0,0.6,0,2.9,0,0,4,5.7,28.89,0.72,0,0,0,0,27.53,0.69,27.84,0.69,42.12,1.06,42.82,1.06,0,0,0,0,1,0.03,0,0,0,0,0,0.48,0,0.34,0.11,3.6,2.5,6.1,0.09,0,38,0.5,1.5,0,578,269,212,64,219,2.9,0.26,2.3,828,2.05,12,22
"White bread, toasted",11-475,Calculated using weight loss of 18%,Cereals and cereal products ,AF,"White bread sliced from LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",,265,10.7,51.3,3.9,47.4,0,0,0,0,21.2,14,0.2,3.9,0.6,0.1,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,1.71,9.7,2,56.2,267,52.1,0,4.1,0,0,0.2,0,3.9,0,0,2.3,3,0,0.35,0,0,0,0,0,0,0,0.39,0,0,0,0.63,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.25,0.1,2,2.4,4.4,0.1,0,30,0.51,0.7,0,562,167,216,28,116,1.95,0.17,1,1011,0.6,5,5
"Wholemeal bread, average",11-476,"21 samples, sliced and unsliced",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Vitamin K1 value from Bolton-Smith et al, Br. J. Nutr. 83, 2000",,217,10.3,38.3,2.6,35.7,0,0,0,0,36.3,20.9,0.3,7.9,1.3,0.6,0.3,1.8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,41.2,1.65,9.4,2.5,42,217,39.3,0,2.8,0.2,0,0.4,0,2.2,0,0,5,7,24.1,0.46,0,0,0,0,30.75,0.58,31.75,0.59,42.93,0.82,43.68,0.82,0,0,0,0,1.75,0.04,0,0,0,0,0,0.28,2,0.25,0.05,3.8,2.3,6.2,0.11,0,40,0.63,6.3,0,487,253,106,66,202,2.4,0.23,1.6,800,1.75,7,0
Ciabatta,11-609,8 samples,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194, some inorganics  and vitamins estimated from white bread, french stick.",,270,11.3,47.5,3,44.5,0,0,0,0,29.8,19.8,0.2,5.6,0.9,0.3,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.1,0,0.78,0,0,0,29.2,1.8,10.2,3.9,52,271,48.9,0,3.1,0,0,0.1,0.3,2.7,0,0,2.3,3.3,0,0.57,0,0,0,0,15.94,0.57,59.03,2.11,23.97,0.86,23.97,0.86,0,0,0,0,0.51,0.02,0,0,0,0,0,0.47,0,0.24,0.06,2,2.2,4.4,0.07,0,21,0.4,1,0,538,152,121,22,100,1.4,0.09,0.7,830,0.6,19,10
"Wholemeal bread, toasted",11-611,Calculated using weight loss of 14.6%,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",,254,12.1,44.9,3.1,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,1.93,11.2,2.9,49.2,255,46,0,3.2,0.2,0,0.5,0,2.5,0,0,5.9,8.2,28.2,0.54,0,0,0,0,36,0.69,37.17,0.69,50.27,0.96,51.15,0.96,0,0,0,0,2.05,0.05,0,0,0,0,0,0.33,0,0.25,0.06,4.5,2.7,7.2,0.13,0.7,46,0.74,7.4,0,570,296,124,77,237,2.81,0.27,1.9,937,2.05,11,0
"Currant bread, toasted",11-077,Calculated using 12% weight loss,Cereals and cereal products ,AF,Data as CCP and MW5 (50-038),,325,9.3,53,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,1.48,8.4,8.5,56.8,323,40.7,0,16.1,7,0,7.5,0,1.4,0.2,0,0,0,0,1.8,0,0,0,0,0,0,0,1.6,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.1,1.7,1.7,0,0.1,0,21,0,0,0,330,250,96,29,100,1.8,0.36,0.8,540,0.48,0,33
Naan bread,11-463,12 samples  including garlic and coriander,Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000.",,284,8.8,45.7,3,42.7,0,0,0,0,50.5,28.4,2.6,14.6,1.6,0.5,0.5,0.9,5,0,0,0,0,11,0,113,0,0,0.12,0,0.49,0.08,0.05,1.13,0,0,0,30.8,1.4,7.8,7.3,50.2,285,47,0,3.1,0.7,0,0.8,0,1.3,0.4,0,2,2.9,15.07,0.97,0,0,0,0,47.04,3.03,47.46,3.05,35.79,2.31,36.81,2.37,0,0,0,0,1.44,0.09,5,5,11,7,0.1,0.64,3.8,0.27,0.05,3,1.8,4.8,0,0,15,0,0,0,604,172,187,21,299,1.6,0.09,0.7,0,0.45,0,0
"Garlic bread, pre-packed, frozen",11-460,"10 samples, 8 brands. Part baked.",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194",,372,8.8,43,4.6,38.5,0,0,0,0,36.1,21.1,1.2,8.9,1,0.3,0.3,1.2,95,62,0,0,0,54,0,50,0,0,0,0,0.13,0.03,0.22,0.01,0,0,0,25.7,1.4,7.8,18.3,45,365,42.3,0,2.7,0,0,0.3,0,2.4,0,0,0,0,55.81,9.69,0,0,0,0,28.32,4.91,31.86,5.53,8.38,1.46,9.74,1.46,0,0,0,0,4.91,0.85,37,142,54,151,0,0.16,0,0.24,0.07,1.5,2.2,3.7,0.07,0,20,0.39,0.5,0,644,0,0,0,0,0,0,0,0,0,0,0
Currant bread,11-076,"10 samples, 10 different shops",Cereals and cereal products ,AF,Data as CCP/MW5 (50-037),,290,8.5,47.3,14.3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4,1.32,7.5,7.6,50.7,289,36.3,0,14.4,6.3,0,6.7,0,1.2,0.2,0,0,0,0,1.6,0,0,0,0,0,0,0,1.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.09,1.5,1.5,0,0.09,0,19,0,0,0,290,220,86,26,93,1.6,0.32,0.7,480,0.43,0,29
Granary bread,11-461,"24 samples, sliced and unsliced",Cereals and cereal products ,AF,"LGC, Nutrient analysis of bread and morning goods, 1999, Food Surveillance Sheet No.194.",,234,10.3,43.2,2.8,40.5,0,0,0,0,26.9,15.9,0.3,5.5,0.8,0.2,0.3,1.5,0,0,0,0,0,0,0,41,0,0,0,0,0.16,0.16,0.03,0.08,0,0,0,34.9,1.65,9.6,2.3,47.4,237,44.5,0,2.9,0.1,0,0.3,0,2.5,0,0,3.3,5.3,29.62,0.58,0,0,0,0,30.94,0.6,31.28,0.61,37.93,0.74,38.72,0.76,0,0,0,0,1.12,0.02,0,0,0,0,0,0.23,0,0.24,0.09,2.7,2.4,5.1,0.19,0,88,0.51,0.7,0,545,191,209,39,138,1.9,0.18,1.1,796,0.82,6,8
